rel_path	pc_path	source_path	classification	target_surface	pc_sha256	source_sha256	debug_guard_count	unguarded_smgpc_count	unguarded_observer_api_count	note
LiveActor/Nerve.cpp	pc-port/src/Game/LiveActor/Nerve.cpp	src/Game/LiveActor/Nerve.cpp	compat-temporary	yes	a62c0ecbb0381a8d548c151374869e56eb04664e5ae44c2a723e0821a14a9072	da2da1c7e9f4d62527133f0968e28032493f0b5ec2787554668fa2250ffdb2a8	0	0	0	source exists but pc-port behavior/shape differs
LiveActor/Nerve.hpp	pc-port/src/Game/LiveActor/Nerve.hpp	include/Game/LiveActor/Nerve.hpp	compat-temporary	yes	c1aa87da1c1846db66fa20948043de1e3e55ee54b6a81936e63f22efba6e6590	10baf99138b8e88238f704447c4fd3a189b7199087e125247648db4f96856a59	0	0	0	source exists but pc-port behavior/shape differs
LiveActor/PartsModel.cpp	pc-port/src/Game/LiveActor/PartsModel.cpp	src/Game/LiveActor/PartsModel.cpp	exact-source	yes	d342d6cf59b48fb10383fddc9639a985b508e751e390c1ffe68a134b502de02c	d342d6cf59b48fb10383fddc9639a985b508e751e390c1ffe68a134b502de02c	0	0	0	byte-for-byte match
LiveActor/PartsModel.hpp	pc-port/src/Game/LiveActor/PartsModel.hpp	include/Game/LiveActor/PartsModel.hpp	exact-source	yes	73a1e36c589955464cec2d01a98cb8368fe20ca41331a937ddb4ff5ca895b535	73a1e36c589955464cec2d01a98cb8368fe20ca41331a937ddb4ff5ca895b535	0	0	0	byte-for-byte match
LiveActor/RailRider.cpp	pc-port/src/Game/LiveActor/RailRider.cpp	src/Game/LiveActor/RailRider.cpp	exact-source	yes	2aa34a02d39200ebd7c07fed99185181288c1b353b90d8479f61b2584a40a01c	2aa34a02d39200ebd7c07fed99185181288c1b353b90d8479f61b2584a40a01c	0	0	0	byte-for-byte match
LiveActor/RailRider.hpp	pc-port/src/Game/LiveActor/RailRider.hpp	include/Game/LiveActor/RailRider.hpp	compile-only	yes	cf289872d1bfae96444c4841ee4443cab4dd3c742ce0d6f175a37631cd0d6060	430b87dadffeeee7991b308468871fe3a28666d336e378db04cfe36aacd3ce82	0	0	0	line ending or trailing whitespace only
LiveActor/Spine.cpp	pc-port/src/Game/LiveActor/Spine.cpp	src/Game/LiveActor/Spine.cpp	compat-temporary	yes	376239b5303914501f55c7f09964f64e4764b387fcad452134356ace41573d0d	d18c12b878b5821cb8d79f1c052db451679e90e3053d7fb2b78b6b75d0fcd449	0	0	0	source exists but pc-port behavior/shape differs
LiveActor/Spine.hpp	pc-port/src/Game/LiveActor/Spine.hpp	include/Game/LiveActor/Spine.hpp	compat-temporary	yes	9a96667c39fde9e5aa14f2d6a76f2e62333dded9aa997be7c2d0f4ffd6d70ce4	f4bdbb7f0d143fdd7b7310f6751e00542cef99b925696f477643e2a891fd4c38	0	0	0	source exists but pc-port behavior/shape differs
Map/ActorAppearSwitchListener.cpp	pc-port/src/Game/Map/ActorAppearSwitchListener.cpp	src/Game/Map/ActorAppearSwitchListener.cpp	compile-only	no	44a8b1e51a5b4aef17fbd5826dc0782cd00f325d307f1c2482d7f2b9333e82f5	aaa5b203b50c1ae8431f6c06341bf3b71629e61adbf8dacf15cb34a25bdbeaf4	0	0	0	line ending or trailing whitespace only
Map/ActorAppearSwitchListener.hpp	pc-port/src/Game/Map/ActorAppearSwitchListener.hpp	include/Game/Map/ActorAppearSwitchListener.hpp	exact-source	no	101f5e204c4219bf481623f33da570f611f3a0c2754825a7755a9b8e63cd5ac9	101f5e204c4219bf481623f33da570f611f3a0c2754825a7755a9b8e63cd5ac9	0	0	0	byte-for-byte match
Map/BezierRail.cpp	pc-port/src/Game/Map/BezierRail.cpp	src/Game/Map/BezierRail.cpp	exact-source	no	aa87e74c70eca64ea5f876ab463592187ec12051b2d7fe6d1ecb12c71fbde294	aa87e74c70eca64ea5f876ab463592187ec12051b2d7fe6d1ecb12c71fbde294	0	0	0	byte-for-byte match
Map/BezierRail.hpp	pc-port/src/Game/Map/BezierRail.hpp	include/Game/Map/BezierRail.hpp	exact-source	no	53e50d3ebe4760140cee7e2b4bbe656978099f11d09b229fe2ddbe0edbfccf04	53e50d3ebe4760140cee7e2b4bbe656978099f11d09b229fe2ddbe0edbfccf04	0	0	0	byte-for-byte match
Map/FileSelectCameraController.cpp	pc-port/src/Game/Map/FileSelectCameraController.cpp	src/Game/Map/FileSelectCameraController.cpp	compat-temporary	yes	ccbe08b10ed04050f627d6631de3633613567b15cb8522c7736b79dff50c7653	cbd63b6e7bca960282b2be1d4ed20fc32de8b07d6c519dc342d63124cae65d7a	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectCameraController.hpp	pc-port/src/Game/Map/FileSelectCameraController.hpp	include/Game/Map/FileSelectCameraController.hpp	compat-temporary	yes	1448693cea5dff1d960542f09adc4ff349e9a94605f217b30ee60ffd18dc987d	8e7e79bb59d72bb38a479dedc09f1757f593d3b8803942566f3d8bc006395030	0	0	0	source exists but pc-port behavior/shape differs
