rel_path	classification	target_surface	source_path	note
Screen/MiiSelect.cpp	compat-temporary	yes	decomp/src/Game/Screen/MiiSelect.cpp	source exists but pc-port behavior/shape differs
Screen/MiiSelect.hpp	compat-temporary	yes	decomp/include/Game/Screen/MiiSelect.hpp	source exists but pc-port behavior/shape differs
Screen/SaveIcon.cpp	compat-temporary	yes	decomp/src/Game/Screen/SaveIcon.cpp	source exists but pc-port behavior/shape differs
Screen/SaveIcon.hpp	compat-temporary	yes	decomp/include/Game/Screen/SaveIcon.hpp	source exists but pc-port behavior/shape differs
Screen/THPDraw.cpp	decomp-needed	no		no root src/Game or include/Game counterpart
Screen/THPSimplePlayerWrapper.cpp	compat-temporary	no	decomp/src/Game/Screen/THPSimplePlayerWrapper.cpp	source exists but pc-port behavior/shape differs
Screen/WaterCameraFilter.cpp	compat-temporary	no	decomp/src/Game/Screen/WaterCameraFilter.cpp	source exists but pc-port behavior/shape differs
Screen/YesNoController.cpp	compat-temporary	yes	decomp/src/Game/Screen/YesNoController.cpp	source exists but pc-port behavior/shape differs
Screen/YesNoController.hpp	compat-temporary	yes	decomp/include/Game/Screen/YesNoController.hpp	source exists but pc-port behavior/shape differs
System/AlreadyDoneFlagInGalaxy.cpp	compat-temporary	yes	decomp/src/Game/System/AlreadyDoneFlagInGalaxy.cpp	source exists but pc-port behavior/shape differs
System/AlreadyDoneFlagInGalaxy.hpp	compat-temporary	yes	decomp/include/Game/System/AlreadyDoneFlagInGalaxy.hpp	source exists but pc-port behavior/shape differs
System/AudSystemWrapper.hpp	compat-temporary	yes	decomp/include/Game/System/AudSystemWrapper.hpp	source exists but pc-port behavior/shape differs
System/FileRipper.cpp	compat-temporary	yes	decomp/src/Game/System/FileRipper.cpp	source exists but pc-port behavior/shape differs
System/FunctionAsyncExecutor.cpp	compat-temporary	yes	decomp/src/Game/System/FunctionAsyncExecutor.cpp	source exists but pc-port behavior/shape differs
System/GalaxyIDBCSV.cpp	decomp-needed	yes		no root src/Game or include/Game counterpart
System/GalaxyNameSortTable.cpp	compat-temporary	yes	decomp/src/Game/System/GalaxyNameSortTable.cpp	source exists but pc-port behavior/shape differs
System/GameDataConst.hpp	compat-temporary	yes	decomp/include/Game/System/GameDataConst.hpp	source exists but pc-port behavior/shape differs
System/GameEventFlagChecker.cpp	compat-temporary	yes	decomp/src/Game/System/GameEventFlagChecker.cpp	source exists but pc-port behavior/shape differs
System/GameEventFlagTable.cpp	compat-temporary	yes	decomp/src/Game/System/GameEventFlagTable.cpp	source exists but pc-port behavior/shape differs
System/GameSystem.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystem.cpp	source exists but pc-port behavior/shape differs
System/GameSystem.hpp	compat-temporary	yes	decomp/include/Game/System/GameSystem.hpp	source exists but pc-port behavior/shape differs
System/GameSystemErrorWatcher.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemErrorWatcher.cpp	source exists but pc-port behavior/shape differs
System/GameSystemException.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemException.cpp	source exists but pc-port behavior/shape differs
System/GameSystemFunction.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemFunction.cpp	source exists but pc-port behavior/shape differs
System/GameSystemFunction.hpp	compat-temporary	yes	decomp/include/Game/System/GameSystemFunction.hpp	source exists but pc-port behavior/shape differs
System/GameSystemObjHolder.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemObjHolder.cpp	source exists but pc-port behavior/shape differs
System/GameSystemResetAndPowerProcess.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemResetAndPowerProcess.cpp	source exists but pc-port behavior/shape differs
System/GameSystemStationedArchiveLoader.cpp	compat-temporary	yes	decomp/src/Game/System/GameSystemStationedArchiveLoader.cpp	source exists but pc-port behavior/shape differs
System/HeapMemoryWatcher.cpp	compat-temporary	yes	decomp/src/Game/System/HeapMemoryWatcher.cpp	source exists but pc-port behavior/shape differs
System/HeapMemoryWatcher.hpp	compat-temporary	yes	decomp/include/Game/System/HeapMemoryWatcher.hpp	source exists but pc-port behavior/shape differs
System/LayoutHolder.cpp	compat-temporary	yes	decomp/src/Game/System/LayoutHolder.cpp	source exists but pc-port behavior/shape differs
System/MainLoopFramework.cpp	compat-temporary	yes	decomp/src/Game/System/MainLoopFramework.cpp	source exists but pc-port behavior/shape differs
System/MessageHolder.cpp	compat-temporary	yes	decomp/src/Game/System/MessageHolder.cpp	source exists but pc-port behavior/shape differs
System/MessageHolder.hpp	compat-temporary	yes	decomp/include/Game/System/MessageHolder.hpp	source exists but pc-port behavior/shape differs
System/NANDManager.hpp	compat-temporary	yes	decomp/include/Game/System/NANDManager.hpp	source exists but pc-port behavior/shape differs
System/ResourceInfo.cpp	compat-temporary	yes	decomp/src/Game/System/ResourceInfo.cpp	source exists but pc-port behavior/shape differs
System/SaveDataBannerCreator.cpp	compat-temporary	yes	decomp/src/Game/System/SaveDataBannerCreator.cpp	source exists but pc-port behavior/shape differs
System/ScenarioDataParser.cpp	compat-temporary	yes	decomp/src/Game/System/ScenarioDataParser.cpp	source exists but pc-port behavior/shape differs
System/ScenarioDataParser.hpp	compat-temporary	yes	decomp/include/Game/System/ScenarioDataParser.hpp	source exists but pc-port behavior/shape differs
System/ShapePacketUserData.cpp	decomp-needed	yes		no root implementation counterpart; declaration counterpart decomp/include/Game/System/ShapePacketUserData.hpp
System/ShapePacketUserData.hpp	compat-temporary	yes	decomp/include/Game/System/ShapePacketUserData.hpp	source exists but pc-port behavior/shape differs
System/StationedArchiveLoader.hpp	compat-temporary	yes	decomp/include/Game/System/StationedArchiveLoader.hpp	source exists but pc-port behavior/shape differs
System/StationedFileInfo.cpp	compat-temporary	yes	decomp/src/Game/System/StationedFileInfo.cpp	source exists but pc-port behavior/shape differs
Util.hpp	compat-temporary	no	decomp/include/Game/Util.hpp	source exists but pc-port behavior/shape differs
Util/AreaObjUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/AreaObjUtil.hpp	source exists but pc-port behavior/shape differs
Util/BaseMatrixFollowTargetHolder.cpp	compat-temporary	yes	decomp/src/Game/Util/BaseMatrixFollowTargetHolder.cpp	source exists but pc-port behavior/shape differs
Util/BaseMatrixFollowTargetHolder.hpp	compat-temporary	yes	decomp/include/Game/Util/BaseMatrixFollowTargetHolder.hpp	source exists but pc-port behavior/shape differs
Util/BothDirList.cpp	compat-temporary	yes	decomp/src/Game/Util/BothDirList.cpp	source exists but pc-port behavior/shape differs
Util/CameraUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/CameraUtil.cpp	source exists but pc-port behavior/shape differs
Util/Color.hpp	compat-temporary	yes	decomp/include/Game/Util/Color.hpp	source exists but pc-port behavior/shape differs
Util/DrawUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/DrawUtil.cpp	source exists but pc-port behavior/shape differs
Util/FileUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/FileUtil.hpp	source exists but pc-port behavior/shape differs
Util/Functor.hpp	compat-temporary	yes	decomp/include/Game/Util/Functor.hpp	source exists but pc-port behavior/shape differs
Util/FurDrawer.cpp	compat-temporary	yes	decomp/src/Game/Util/FurDrawer.cpp	source exists but pc-port behavior/shape differs
Util/FurShader.cpp	compat-temporary	yes	decomp/src/Game/Util/FurShader.cpp	source exists but pc-port behavior/shape differs
Util/JMapInfo.cpp	compat-temporary	yes	decomp/src/Game/Util/JMapInfo.cpp	source exists but pc-port behavior/shape differs
Util/JMapInfo.hpp	compat-temporary	yes	decomp/include/Game/Util/JMapInfo.hpp	source exists but pc-port behavior/shape differs
Util/JMapUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/JMapUtil.cpp	source exists but pc-port behavior/shape differs
Util/JMapUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/JMapUtil.hpp	source exists but pc-port behavior/shape differs
Util/LightUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/LightUtil.hpp	source exists but pc-port behavior/shape differs
Util/LiveActorUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/LiveActorUtil.hpp	source exists but pc-port behavior/shape differs
Util/MapUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/MapUtil.cpp	source exists but pc-port behavior/shape differs
Util/MathUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/MathUtil.cpp	source exists but pc-port behavior/shape differs
Util/MemoryUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/MemoryUtil.hpp	source exists but pc-port behavior/shape differs
Util/MessageUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/MessageUtil.cpp	source exists but pc-port behavior/shape differs
Util/ModelUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/ModelUtil.hpp	source exists but pc-port behavior/shape differs
Util/ObjUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/ObjUtil.cpp	source exists but pc-port behavior/shape differs
Util/ObjUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/ObjUtil.hpp	source exists but pc-port behavior/shape differs
Util/SingletonHolder.hpp	compat-temporary	yes	decomp/include/Game/Util/SingletonHolder.hpp	source exists but pc-port behavior/shape differs
Util/StarPointerUtil.hpp	compat-temporary	yes	decomp/include/Game/Util/StarPointerUtil.hpp	source exists but pc-port behavior/shape differs
Util/StringUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/StringUtil.cpp	source exists but pc-port behavior/shape differs
Util/SystemUtil.cpp	compat-temporary	yes	decomp/src/Game/Util/SystemUtil.cpp	source exists but pc-port behavior/shape differs
Util/TriangleFilter.cpp	decomp-needed	yes		no root implementation counterpart; declaration counterpart decomp/include/Game/Util/TriangleFilter.hpp
Util/TriggerChecker.cpp	compat-temporary	yes	decomp/src/Game/Util/TriggerChecker.cpp	source exists but pc-port behavior/shape differs
Util/TriggerChecker.hpp	compat-temporary	yes	decomp/include/Game/Util/TriggerChecker.hpp	source exists but pc-port behavior/shape differs
