source	root_sha256	pc_sha256	result
Game/MapObj/StarPieceGroup.cpp	94a716602bda4b9b905d609433ab9d877adade5ce19c3febb330d06225d912da	94a716602bda4b9b905d609433ab9d877adade5ce19c3febb330d06225d912da	exact
Game/MapObj/StarPieceGroup.hpp	a7088887872160618e4cc7b6f61405e8ea2a84eacdc24d2e6b0e478df3230750	a7088887872160618e4cc7b6f61405e8ea2a84eacdc24d2e6b0e478df3230750	exact
Game/MapObj/StarPiece.hpp	9b0f8e905b815cf31417794a6df91667107bf5614f156599993291ae24136064	9b0f8e905b815cf31417794a6df91667107bf5614f156599993291ae24136064	exact
Game/Util/TriangleFilter.hpp	fc3f70f1b85d36c9fb97d462dd0d7e8f47f408adc15cc1589334c121b7d01860	fc3f70f1b85d36c9fb97d462dd0d7e8f47f408adc15cc1589334c121b7d01860	exact
JSystem/J3DGraphBase/J3DStruct.hpp	0fdd228616e675b72c0f4619b762f2e09cba8d73163bceba1cceb99a49f9ccab	0fdd228616e675b72c0f4619b762f2e09cba8d73163bceba1cceb99a49f9ccab	exact
